MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,HouseStyle,OverallQual,OverallCond,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,HeatingQC,CentralAir,Electrical,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,MoSold,SaleType,SaleCondition,SalePrice,TotalSF,Age,RemodAge,TotalBath,TotalPorchSF
60,191004.99478714162,62.0,8244,206101.6652892562,180183.74675819985,176938.0475285171,192854.50632911394,184495.49206349207,210051.76404494382,7,5,171483.95617879054,213732.90097087377,214432.46031746033,156958.24311926606,0.0,4,3,225230.44204018547,4,3,165652.29590766,170670.57674418605,0,840,5,1,186810.63745318353,1720,3,1,4,7,183429.14705882352,4,202892.65632183908,2004.0,240052.6903409091,2,3,5,173401.8366219416,175202.21953255427,183500,2560,3,3,2.5,148
20,191004.99478714162,85.0,16669,206101.6652892562,180183.74675819985,181623.4258555133,242247.44736842104,184495.49206349207,175985.4779614325,8,6,218876.93356643355,175942.37962962964,168112.38732394367,204691.87191011236,653.0,4,3,149805.714511041,4,3,165652.29590766,170670.57674418605,0,1686,3,1,186810.63745318353,1707,2,1,3,6,183429.14705882352,3,202892.65632183908,1981.0,202068.86966824645,2,3,1,173401.8366219416,175202.21953255427,228000,3393,25,25,2.5,638
50,126316.83027522935,60.0,12358,206101.6652892562,180183.74675819985,176938.0475285171,128225.30088495575,142475.4814814815,143116.74025974027,5,6,171483.95617879054,149422.17727272728,149803.17289719626,156958.24311926606,0.0,3,3,149805.714511041,3,3,165652.29590766,146889.24812030076,360,360,3,1,186810.63745318353,1382,2,1,3,7,183429.14705882352,0,134091.16279069768,1991.0,142156.42314049587,2,3,5,173401.8366219416,175202.21953255427,128500,1574,66,57,1.5,237
20,191004.99478714162,141.0,31770,206101.6652892562,180183.74675819985,181623.4258555133,145847.08,184495.49206349207,175985.4779614325,6,5,218876.93356643355,194573.0,168112.38732394367,265583.625,112.0,3,3,149805.714511041,3,4,257689.80597014926,149493.6554054054,639,441,2,1,186810.63745318353,1656,3,1,3,7,183429.14705882352,4,202892.65632183908,1960.0,240052.6903409091,2,3,5,173401.8366219416,175202.21953255427,215000,2736,50,50,2.0,272
160,191004.99478714162,44.0,5306,206101.6652892562,180183.74675819985,176938.0475285171,310498.99251332076,184495.49206349207,210051.76404494382,7,7,171483.95617879054,163077.45045045044,167661.5652173913,156958.24311926606,0.0,4,4,225230.44204018547,4,4,165652.29590766,235413.72009569377,495,354,4,1,186810.63745318353,1767,2,1,4,5,183429.14705882352,3,202892.65632183908,1987.0,202068.86966824645,2,4,6,173401.8366219416,175202.21953255427,239000,2831,19,19,3.0,476
20,191004.99478714162,80.0,10197,206101.6652892562,180183.74675819985,176938.0475285171,145847.08,184495.49206349207,175985.4779614325,6,5,171483.95617879054,150655.07698546007,161328.94736842104,180921.19389112925,491.0,3,3,149805.714511041,3,3,165652.29590766,161573.06818181818,288,700,3,1,186810.63745318353,1362,3,1,3,6,183429.14705882352,3,202892.65632183908,1961.0,142156.42314049587,2,3,6,143973.2558139535,175202.21953255427,163000,2724,47,47,2.5,20
20,191004.99478714162,47.0,12416,206101.6652892562,180183.74675819985,176938.0475285171,242247.44736842104,184495.49206349207,175985.4779614325,6,5,171483.95617879054,213732.90097087377,168112.38732394367,265583.625,132.0,3,3,149805.714511041,4,2,165652.29590766,161573.06818181818,1398,0,3,1,186810.63745318353,1651,3,1,3,7,144240.64705882352,3,202892.65632183908,1986.0,240052.6903409091,2,3,11,173401.8366219416,175202.21953255427,184000,3257,22,22,3.0,192
20,191004.99478714162,84.0,12615,164754.81837837838,180183.74675819985,181623.4258555133,128219.7,184495.49206349207,175985.4779614325,6,7,171483.95617879054,150655.07698546007,161328.94736842104,156958.24311926606,0.0,3,3,149805.714511041,3,4,206643.42081447964,161573.06818181818,477,725,3,1,186810.63745318353,2158,4,1,4,7,183429.14705882352,4,202892.65632183908,1950.0,142156.42314049587,2,3,6,173401.8366219416,175202.21953255427,243000,3360,57,6,3.0,68
60,191004.99478714162,97.0,10029,206101.6652892562,180183.74675819985,181623.4258555133,212565.42857134558,184495.49206349207,210051.76404494382,6,5,171483.95617879054,175942.37962962964,168112.38732394367,204691.87191011236,268.0,4,3,225230.44204018547,4,3,165652.29590766,235413.72009569377,831,320,3,1,186810.63745318353,2060,4,1,3,8,183429.14705882352,3,202892.65632183908,1988.0,142156.42314049587,2,3,9,173401.8366219416,175202.21953255427,211000,3211,19,18,3.0,420
50,191004.99478714162,71.0,13650,164754.81837837838,180183.74675819985,176938.0475285171,136793.13513513515,184495.49206349207,143116.74025974027,5,5,171483.95617879054,149422.17727272728,149803.17289719626,156958.24311926606,0.0,4,4,149805.714511041,3,3,165652.29590766,161573.06818181818,57,554,5,1,186810.63745318353,1920,4,1,4,8,183429.14705882352,4,202892.65632183908,1958.0,142156.42314049587,2,3,7,173401.8366219416,175202.21953255427,172500,2972,48,48,3.0,0
20,191004.99478714162,63.0,17423,206101.6652892562,180183.74675819985,223854.6170212766,310498.99251332076,184495.49206349207,175985.4779614325,9,5,218876.93356643355,213732.90097087377,214432.46031746033,265583.625,748.0,5,3,225230.44204018547,5,3,165652.29590766,235413.72009569377,1904,312,5,1,186810.63745318353,2234,1,1,5,9,183429.14705882352,4,202892.65632183908,2009.0,240052.6903409091,3,3,7,274945.41803278687,272291.752,501837,4450,1,0,3.0,60
30,126316.83027522935,60.0,8520,164754.81837837838,180183.74675819985,176938.0475285171,128225.30088495575,184495.49206349207,175985.4779614325,5,6,171483.95617879054,149841.64563106795,148386.0659898477,156958.24311926606,0.0,4,3,149805.714511041,3,3,165652.29590766,170670.57674418605,0,968,3,1,186810.63745318353,968,2,1,3,5,183429.14705882352,0,134091.16279069768,1935.0,142156.42314049587,2,2,7,173401.8366219416,175202.21953255427,100000,1936,84,1,1.0,184
160,214014.06153846154,73.5,2117,164754.81837837838,180183.74675819985,176938.0475285171,225379.83720930232,184495.49206349207,210051.76404494382,6,5,171483.95617879054,149422.17727272728,149803.17289719626,204691.87191011236,456.0,4,3,225230.44204018547,4,3,165652.29590766,235413.72009569377,436,320,5,1,186810.63745318353,1525,3,1,4,5,183429.14705882352,3,134091.16279069768,2000.0,142156.42314049587,2,3,6,173401.8366219416,175202.21953255427,177000,2281,7,7,2.5,0
70,191004.99478714162,54.0,7588,164754.81837837838,180183.74675819985,176938.0475285171,210624.72549019608,184495.49206349207,210051.76404494382,7,6,171483.95617879054,162990.00103601936,155905.15389771576,156958.24311926606,0.0,3,3,132291.07534246575,2,3,165652.29590766,151852.7027027027,352,441,4,1,186810.63745318353,1802,4,1,3,9,183429.14705882352,4,134091.16279069768,1920.0,142156.42314049587,1,2,7,173401.8366219416,175202.21953255427,200100,2595,86,56,1.5,40
20,191004.99478714162,60.0,9060,164754.81837837838,180183.74675819985,176938.0475285171,128219.7,135091.66666666666,175985.4779614325,5,6,218876.93356643355,149841.64563106795,148386.0659898477,204691.87191011236,98.0,3,3,225230.44204018547,0,0,107938.34210526316,105652.8918918919,0,0,5,1,186810.63745318353,1340,3,1,3,7,183429.14705882352,4,202892.65632183908,1957.0,202068.86966824645,1,3,6,173401.8366219416,175202.21953255427,120000,1340,50,1,1.0,296
50,126316.83027522935,63.0,11426,164754.81837837838,180183.74675819985,176938.0475285171,128225.30088495575,184495.49206349207,143116.74025974027,7,5,171483.95617879054,213732.90097087377,214432.46031746033,156958.24311926606,0.0,3,3,225230.44204018547,4,3,165652.29590766,170670.57674418605,0,1362,5,1,186810.63745318353,2082,3,1,4,6,180921.1951665826,0,134091.16279069768,2003.0,142156.42314049587,2,3,6,173401.8366219416,175202.21953255427,200000,3444,5,5,2.5,518
50,191004.99478714162,92.0,7438,206101.6652892562,180183.74675819985,176938.0475285171,124834.05172413793,184396.615377452,143116.74025974027,5,8,171483.95617879054,144153.37294520548,168112.38732394367,156958.24311926606,0.0,3,3,225230.44204018547,2,3,165652.29590766,170670.57674418605,0,504,4,1,186810.63745318353,1252,3,1,3,5,183429.14705882352,0,202892.65632183908,1986.0,142156.42314049587,2,3,6,173401.8366219416,175202.21953255427,127000,1756,98,15,1.0,104
75,126316.83027522935,90.0,22950,239833.36585365853,180183.74675819985,176938.0475285171,128225.30088495575,135091.66666666666,180921.19589041095,10,9,171483.95617879054,149841.64563106795,148386.0659898477,156958.24311926606,0.0,4,4,132291.07534246575,3,3,192789.65789473685,170670.57674418605,0,1107,5,1,186810.63745318353,3608,4,1,5,12,183429.14705882352,3,134091.16279069768,1993.0,142156.42314049587,3,5,6,173401.8366219416,175202.21953255427,475000,4143,114,13,2.5,670
80,191004.99478714162,73.0,9947,206101.6652892562,180183.74675819985,223854.6170212766,156270.1224489796,184495.49206349207,166703.38461538462,7,5,171483.95617879054,163077.45045045044,167661.5652173913,156958.24311926606,0.0,3,3,225230.44204018547,4,3,206643.42081447964,235413.72009569377,611,577,5,1,186810.63745318353,1217,3,1,4,6,183429.14705882352,0,202892.65632183908,1990.0,142156.42314049587,2,3,6,173401.8366219416,175202.21953255427,173000,2405,19,18,3.0,195
50,191004.99478714162,60.0,10410,164754.81837837838,180183.74675819985,176938.0475285171,128225.30088495575,184495.49206349207,143116.74025974027,5,7,171483.95617879054,163077.45045045044,167661.5652173913,156958.24311926606,0.0,3,3,149805.714511041,2,3,165652.29590766,170670.57674418605,0,660,5,1,186810.63745318353,1656,3,1,3,8,144240.64705882352,0,134091.16279069768,1916.0,142156.42314049587,1,2,8,173401.8366219416,175202.21953255427,135000,2172,93,22,2.5,140
90,191004.99478714162,64.0,7018,164754.81837837838,143104.07936507938,176938.0475285171,186555.7966101695,142475.4814814815,135074.48648648648,5,5,171483.95617879054,175942.37962962964,168112.38732394367,265583.625,275.0,3,3,149805.714511041,4,3,206643.42081447964,235413.72009569377,1086,0,3,1,186810.63745318353,1224,2,2,3,6,183429.14705882352,3,134091.16279069768,1979.0,142156.42314049587,2,3,6,173401.8366219416,180921.19589037544,153337,2310,30,30,3.0,120
120,191004.99478714162,41.0,4923,164754.81837837838,180183.74675819985,176938.0475285171,310498.99251332076,184495.49206349207,175985.4779614325,8,5,171483.95617879054,231690.65573770492,230093.83333333334,156958.24311926606,0.0,4,3,225230.44204018547,5,3,206643.42081447964,235413.72009569377,1153,440,5,1,186810.63745318353,1593,0,1,5,5,183429.14705882352,4,202892.65632183908,2001.0,240052.6903409091,2,3,8,173401.8366219416,175202.21953255427,286000,3186,7,6,2.5,344
70,191004.99478714162,70.0,10570,164754.81837837838,143104.07936507938,176938.0475285171,210624.72549019608,184495.49206349207,210051.76404494382,8,8,218876.93356643355,194573.0,195817.99913930017,156958.24311926606,0.0,4,3,149805.714511041,4,4,165652.29590766,146889.24812030076,297,556,3,1,186810.63745318353,2727,3,1,4,10,180921.19583481536,3,134091.16279069768,1932.0,142156.42314049587,2,3,12,173401.8366219416,175202.21953255427,315000,3580,75,13,2.5,74
60,191004.99478714162,73.0,7472,206101.6652892562,180183.74675819985,223854.6170212766,145847.08,184495.49206349207,210051.76404494382,7,9,171483.95617879054,163077.45045045044,167661.5652173913,204691.87191011236,138.0,3,3,149805.714511041,3,3,165652.29590766,161573.06818181818,626,99,4,1,186810.63745318353,1479,4,1,4,7,183429.14705882352,0,202892.65632183908,1972.0,240052.6903409091,2,3,6,173401.8366219416,175202.21953255427,184000,2204,35,3,2.5,32
20,191004.99478714162,68.0,9017,206101.6652892562,180183.74675819985,176938.0475285171,197965.77333333335,184495.49206349207,175985.4779614325,7,5,171483.95617879054,213732.90097087377,214432.46031746033,156958.24311926606,0.0,4,3,225230.44204018547,4,3,206643.42081447964,235413.72009569377,560,871,5,1,186810.63745318353,1431,3,1,4,6,183429.14705882352,0,202892.65632183908,1999.0,240052.6903409091,2,3,9,173401.8366219416,175202.21953255427,192000,2862,10,10,3.0,35
160,126316.83027522935,24.0,2522,164754.81837837838,180183.74675819985,176938.0475285171,128219.7,184495.49206349207,210051.76404494382,7,5,171483.95617879054,213732.90097087377,214432.46031746033,265583.625,50.0,4,3,225230.44204018547,4,3,165652.29590766,170670.57674418605,0,970,5,1,186810.63745318353,1709,3,1,4,7,180921.19583481536,0,134091.16279069768,2004.0,142156.42314049587,2,3,5,173401.8366219416,175202.21953255427,130000,2679,2,2,2.0,40
20,191004.99478714162,60.0,7180,206101.6652892562,180183.74675819985,176938.0475285171,197965.77333333335,184495.49206349207,175985.4779614325,5,7,218876.93356643355,163077.45045045044,167661.5652173913,156958.24311926606,0.0,3,3,149805.714511041,3,3,206643.42081447964,161573.06818181818,390,474,3,1,186810.63745318353,864,3,1,3,5,183429.14705882352,0,134091.16279069768,1989.0,142156.42314049587,1,3,5,173401.8366219416,175202.21953255427,127000,1728,36,36,1.0,0
160,191004.99478714162,24.0,2280,164754.81837837838,180183.74675819985,177934.5744680851,180921.19589041095,184495.49206349207,210051.76404494382,6,6,171483.95617879054,175942.37962962964,180921.19589041095,156958.24311926606,0.0,3,3,149805.714511041,4,3,165652.29590766,161573.06818181818,566,289,3,1,186810.63745318353,1456,3,1,3,7,183429.14705882352,3,202892.65632183908,1976.0,142156.42314049587,2,3,7,173401.8366219416,175202.21953255427,148500,2311,33,33,2.5,87
20,191004.99478714162,79.0,9416,164754.81837837838,180183.74675819985,176938.0475285171,225379.83720930232,184495.49206349207,175985.4779614325,7,5,218876.93356643355,231690.65573770492,230093.83333333334,265583.625,205.0,5,3,225230.44204018547,5,3,165652.29590766,235413.72009569377,1126,600,5,1,186810.63745318353,1726,3,1,5,8,183429.14705882352,4,202892.65632183908,2007.0,240052.6903409091,3,3,9,274945.41803278687,272291.752,311872,3452,0,0,3.0,575
75,191004.99478714162,174.0,25419,164754.81837837838,180183.74675819985,181623.4258555133,145847.08,135091.66666666666,210051.76404494382,8,4,171483.95617879054,162990.00103601936,155905.15389771576,156958.24311926606,0.0,4,4,225230.44204018547,3,3,165652.29590766,235413.72009569377,1036,140,4,1,186810.63745318353,3112,4,1,4,8,183429.14705882352,5,134091.16279069768,1918.0,142156.42314049587,2,3,3,173401.8366219416,146526.62376237623,235000,4080,88,16,3.5,568
75,126316.83027522935,92.0,5520,164754.81837837838,180183.74675819985,181623.4258555133,128225.30088495575,184495.49206349207,180921.19589041095,6,6,171483.95617879054,149841.64563106795,148386.0659898477,156958.24311926606,0.0,3,3,149805.714511041,3,3,165652.29590766,170670.57674418605,0,755,5,1,186810.63745318353,2229,5,1,3,8,183429.14705882352,0,103317.28395061729,0.0,103317.28395061729,0,0,7,173401.8366219416,146526.62376237623,104000,2613,97,59,1.0,228
20,191004.99478714162,76.0,9591,164754.81837837838,180183.74675819985,176938.0475285171,316270.6233766234,184495.49206349207,175985.4779614325,8,5,218876.93356643355,213732.90097087377,214432.46031746033,204691.87191011236,262.0,4,3,225230.44204018547,5,3,206643.42081447964,235413.72009569377,1088,625,5,1,186810.63745318353,1713,3,1,5,7,183429.14705882352,4,202892.65632183908,2004.0,240052.6903409091,3,3,1,173401.8366219416,175202.21953255427,274900,3426,5,4,3.0,196
20,126316.83027522935,80.0,8546,164754.81837837838,180183.74675819985,181623.4258555133,128219.7,184495.49206349207,175985.4779614325,4,5,171483.95617879054,213732.90097087377,214432.46031746033,156958.24311926606,0.0,3,3,225230.44204018547,4,3,165652.29590766,170670.57674418605,0,1121,5,1,186810.63745318353,1121,2,1,3,5,183429.14705882352,0,202892.65632183908,2003.0,202068.86966824645,2,3,3,173401.8366219416,175202.21953255427,140000,2242,7,6,2.0,196
20,191004.99478714162,75.0,10125,164754.81837837838,180183.74675819985,176938.0475285171,156270.1224489796,184495.49206349207,175985.4779614325,6,6,171483.95617879054,175942.37962962964,168112.38732394367,156958.24311926606,0.0,3,3,149805.714511041,3,3,165652.29590766,161573.06818181818,641,276,3,1,186810.63745318353,1279,3,1,3,6,183429.14705882352,2,134091.16279069768,1980.0,142156.42314049587,2,3,2,173401.8366219416,175202.21953255427,171500,2475,31,31,2.5,321
50,191004.99478714162,50.0,7000,164754.81837837838,180183.74675819985,181623.4258555133,128225.30088495575,135091.66666666666,143116.74025974027,6,6,171483.95617879054,149422.17727272728,149803.17289719626,156958.24311926606,0.0,3,4,132291.07534246575,2,3,165652.29590766,151852.7027027027,617,0,4,1,186810.63745318353,1310,2,1,3,6,146385.48387096773,0,202892.65632183908,1924.0,142156.42314049587,1,3,5,143973.2558139535,175202.21953255427,112000,1927,82,56,2.0,126
120,126316.83027522935,70.0,4438,164754.81837837838,180183.74675819985,176938.0475285171,197965.77333333335,184495.49206349207,175985.4779614325,6,5,171483.95617879054,213732.90097087377,214432.46031746033,204691.87191011236,205.0,4,3,225230.44204018547,4,3,206643.42081447964,235413.72009569377,662,186,5,1,186810.63745318353,848,1,1,4,3,183429.14705882352,4,202892.65632183908,2004.0,202068.86966824645,2,3,1,173401.8366219416,175202.21953255427,149000,1696,4,4,2.0,149
50,126316.83027522935,50.0,3500,164754.81837837838,180183.74675819985,176938.0475285171,128225.30088495575,184495.49206349207,143116.74025974027,5,7,171483.95617879054,144153.37294520548,147490.87294520548,156958.24311926606,0.0,3,3,149805.714511041,3,3,165652.29590766,151852.7027027027,312,408,3,1,186810.63745318353,1284,2,1,3,5,183429.14705882352,0,134091.16279069768,1948.0,142156.42314049587,1,3,4,173401.8366219416,175202.21953255427,110000,2004,62,59,1.5,35
20,191004.99478714162,99.0,11851,164754.81837837838,180183.74675819985,181623.4258555133,192854.50632911394,184495.49206349207,175985.4779614325,7,5,171483.95617879054,163077.45045045044,167661.5652173913,156958.24311926606,0.0,3,3,225230.44204018547,4,3,165652.29590766,170670.57674418605,0,1424,5,1,186810.63745318353,1442,3,1,3,5,183429.14705882352,0,202892.65632183908,1990.0,202068.86966824645,2,3,5,173401.8366219416,175202.21953255427,180500,2866,19,19,2.0,542
20,191004.99478714162,40.0,13673,206101.6652892562,180183.74675819985,223854.6170212766,136793.13513513515,180921.19589040696,175985.4779614325,5,5,171483.95617879054,163077.45045045044,167661.5652173913,156958.24311926606,0.0,3,4,149805.714511041,3,3,165652.29590766,170670.57674418605,0,1140,3,1,186810.63745318353,1696,3,1,3,8,144240.64705882352,3,202892.65632183908,1962.0,202068.86966824645,1,3,3,173401.8366219416,175202.21953255427,143900,2836,45,45,1.5,30
20,191004.99478714162,73.0,12493,206101.6652892562,180183.74675819985,176938.0475285171,145847.08,184495.49206349207,175985.4779614325,4,5,171483.95617879054,149841.64563106795,148386.0659898477,156958.24311926606,0.0,3,3,225230.44204018547,3,3,165652.29590766,161573.06818181818,419,375,3,1,186810.63745318353,1100,3,1,3,6,183429.14705882352,1,202892.65632183908,1960.0,202068.86966824645,1,3,4,173401.8366219416,175202.21953255427,141000,2200,48,48,2.0,355
60,191004.99478714162,66.5,14364,206101.6652892562,203661.11111111112,176938.0475285171,186555.7966101695,184495.49206349207,210051.76404494382,7,5,171483.95617879054,175942.37962962964,168112.38732394367,204691.87191011236,128.0,4,3,149805.714511041,4,3,257689.80597014926,235413.72009569377,1065,92,5,1,186810.63745318353,2062,3,1,3,7,183429.14705882352,4,202892.65632183908,1988.0,240052.6903409091,2,3,4,173401.8366219416,175202.21953255427,277000,3219,19,18,3.5,269
20,191004.99478714162,75.0,8250,164754.81837837838,180183.74675819985,176938.0475285171,145847.08,184495.49206349207,175985.4779614325,6,7,218876.93356643355,163077.45045045044,167661.5652173913,265583.625,260.0,3,3,149805.714511041,4,3,165652.29590766,146889.24812030076,787,305,5,1,186810.63745318353,1092,3,1,3,6,183429.14705882352,0,202892.65632183908,1964.0,202068.86966824645,2,3,7,173401.8366219416,175202.21953255427,145000,2184,44,44,2.0,0
30,191004.99478714162,67.0,5604,164754.81837837838,180183.74675819985,176938.0475285171,128219.7,184495.49206349207,175985.4779614325,5,6,171483.95617879054,162990.00103601936,155905.15389771576,156958.24311926606,0.0,3,3,149805.714511041,3,3,165652.29590766,146889.24812030076,468,396,3,0,122196.89361702128,864,2,1,3,5,183429.14705882352,0,103317.28395061729,0.0,103317.28395061729,0,0,4,173401.8366219416,175202.21953255427,98000,1728,83,58,2.0,96
20,191004.99478714162,83.0,10420,164754.81837837838,180183.74675819985,181623.4258555133,128219.7,184495.49206349207,175985.4779614325,6,5,171483.95617879054,213732.90097087377,214432.46031746033,156958.24311926606,0.0,3,3,225230.44204018547,4,3,192789.65789473685,235413.72009569377,36,1176,5,1,186810.63745318353,1212,3,1,4,6,183429.14705882352,0,202892.65632183908,2009.0,202068.86966824645,2,3,3,173401.8366219416,175202.21953255427,186000,2424,1,1,2.0,122
60,214014.06153846154,72.0,8640,164754.81837837838,180183.74675819985,176938.0475285171,225379.83720930232,184495.49206349207,210051.76404494382,7,5,171483.95617879054,213732.90097087377,214432.46031746033,156958.24311926606,0.0,3,3,225230.44204018547,4,3,165652.29590766,235413.72009569377,822,78,5,1,186810.63745318353,1852,3,1,4,7,183429.14705882352,3,202892.65632183908,2009.0,202068.86966824645,2,3,7,274945.41803278687,272291.752,252678,2752,0,0,3.5,276
20,191004.99478714162,43.0,13568,239833.36585365853,180183.74675819985,223854.6170212766,197965.77333333335,184495.49206349207,175985.4779614325,5,5,171483.95617879054,213732.90097087377,214432.46031746033,156958.24311926606,0.0,3,3,225230.44204018547,4,3,165652.29590766,161573.06818181818,716,274,5,1,186810.63745318353,990,3,1,3,5,183429.14705882352,0,202892.65632183908,1996.0,142156.42314049587,2,3,7,173401.8366219416,175202.21953255427,156000,1980,11,11,1.5,224
60,191004.99478714162,70.0,10900,206101.6652892562,180183.74675819985,177934.5744680851,197965.77333333335,184495.49206349207,210051.76404494382,6,7,171483.95617879054,163077.45045045044,167661.5652173913,204691.87191011236,153.0,3,3,149805.714511041,4,3,165652.29590766,235413.72009569377,378,311,5,1,186810.63745318353,1392,3,1,3,6,183429.14705882352,0,202892.65632183908,1977.0,240052.6903409091,1,3,3,173401.8366219416,175202.21953255427,161750,2081,33,33,1.5,36
20,191004.99478714162,72.0,10011,206101.6652892562,180183.74675819985,176938.0475285171,145847.08,184495.49206349207,175985.4779614325,5,6,171483.95617879054,163077.45045045044,167661.5652173913,204691.87191011236,64.0,3,3,149805.714511041,3,3,165652.29590766,149493.6554054054,360,710,3,1,186810.63745318353,1236,2,1,4,6,146385.48387096773,2,202892.65632183908,1957.0,142156.42314049587,1,3,5,173401.8366219416,175202.21953255427,134450,2306,49,10,1.5,0
20,191004.99478714162,65.0,8450,164754.81837837838,180183.74675819985,176938.0475285171,197965.77333333335,184495.49206349207,175985.4779614325,7,5,171483.95617879054,213732.90097087377,214432.46031746033,204691.87191011236,266.0,4,3,225230.44204018547,4,3,192789.65789473685,235413.72009569377,946,490,5,1,186810.63745318353,1436,3,1,4,8,183429.14705882352,0,202892.65632183908,2004.0,142156.42314049587,2,3,4,173401.8366219416,175202.21953255427,210000,2872,4,4,3.0,237
70,126316.83027522935,57.0,9906,164754.81837837838,180183.74675819985,176938.0475285171,128225.30088495575,184495.49206349207,210051.76404494382,4,4,171483.95617879054,149422.17727272728,149803.17289719626,156958.24311926606,0.0,3,3,149805.714511041,3,3,165652.29590766,170670.57674418605,0,686,2,0,186810.63745318353,1328,3,1,3,8,183429.14705882352,0,134091.16279069768,1940.0,142156.42314049587,1,3,9,173401.8366219416,165260.59794520546,107000,2014,81,56,1.0,232
50,191004.99478714162,74.0,15660,206101.6652892562,180183.74675819985,181623.4258555133,210624.72549019608,184495.49206349207,143116.74025974027,7,9,171483.95617879054,213732.90097087377,214432.46031746033,204691.87191011236,312.0,4,4,149805.714511041,3,3,165652.29590766,149493.6554054054,341,457,5,1,186810.63745318353,1954,3,1,4,8,183429.14705882352,3,202892.65632183908,1939.0,142156.42314049587,2,3,5,173401.8366219416,175202.21953255427,311500,2752,69,2,2.0,269
120,191004.99478714162,43.0,3010,164754.81837837838,180183.74675819985,176938.0475285171,180921.82917644543,184495.49206349207,175985.4779614325,7,5,171483.95617879054,213732.90097087377,214432.46031746033,204691.87191011236,16.0,4,3,225230.44204018547,4,3,206643.42081447964,235413.72009569377,16,1232,5,1,186810.63745318353,1248,2,1,4,5,183429.14705882352,0,202892.65632183908,2005.0,240052.6903409091,2,3,3,274945.41803278687,272291.752,167240,2496,1,0,2.0,108
20,191004.99478714162,73.0,8990,206101.6652892562,180183.74675819985,176938.0475285171,197965.77333333335,184495.49206349207,175985.4779614325,7,5,171483.95617879054,213732.90097087377,214432.46031746033,156958.24311926606,0.0,4,3,225230.44204018547,4,3,192789.65789473685,170670.57674418605,0,1498,5,1,186810.63745318353,1498,2,1,4,5,183429.14705882352,0,202892.65632183908,2006.0,202068.86966824645,2,3,4,274945.41803278687,272291.752,204900,2996,0,0,2.0,384
60,191004.99478714162,65.0,8068,206101.6652892562,180183.74675819985,176938.0475285171,192854.50632911394,184495.49206349207,210051.76404494382,6,5,171483.95617879054,213732.90097087377,214432.46031746033,156958.24311926606,0.0,4,3,225230.44204018547,4,3,165652.29590766,170670.57674418605,0,1010,5,1,186810.63745318353,2267,4,1,4,8,183429.14705882352,3,254751.73863636365,2002.0,202068.86966824645,2,3,12,180921.19589041095,175202.21953255427,200000,3277,7,7,2.5,166
60,191004.99478714162,85.0,11475,164754.81837837838,180183.74675819985,176938.0475285171,189050.0684931507,184396.615377452,210051.76404494382,6,6,171483.95617879054,213732.90097087377,214432.46031746033,156958.24311926606,0.0,3,3,149805.714511041,4,3,165652.29590766,161573.06818181818,550,163,3,1,186810.63745318353,1552,3,1,3,6,183429.14705882352,3,202892.65632183908,1975.0,202068.86966824645,2,3,2,173401.8366219416,175202.21953255427,179900,2265,31,31,3.5,417
20,191004.99478714162,70.0,10500,164754.81837837838,180183.74675819985,177934.5744680851,145847.08,184495.49206349207,175985.4779614325,4,6,171483.95617879054,163077.45045045044,167661.5652173913,156958.24311926606,0.0,3,3,149805.714511041,3,3,165652.29590766,161573.06818181818,524,160,4,1,186810.63745318353,864,2,1,3,4,183429.14705882352,0,134091.16279069768,1989.0,142156.42314049587,2,3,3,173401.8366219416,146526.62376237623,97000,1728,38,38,1.0,216
20,191004.99478714162,103.0,13472,164754.81837837838,180183.74675819985,176938.0475285171,316270.6233766234,184495.49206349207,175985.4779614325,10,5,218876.93356643355,213732.90097087377,214432.46031746033,204691.87191011236,922.0,5,3,225230.44204018547,5,3,257689.80597014926,235413.72009569377,56,2336,5,1,186810.63745318353,2392,3,1,5,8,183429.14705882352,5,202892.65632183908,2003.0,240052.6903409091,3,3,6,173401.8366219416,175202.21953255427,386250,4784,6,6,2.0,353
160,126316.83027522935,21.0,1680,164754.81837837838,180183.74675819985,176938.0475285171,180921.07210896522,184495.49206349207,210051.76404494382,5,5,171483.95617879054,163077.45045045044,167661.5652173913,204691.87191011236,142.0,3,3,149805.714511041,3,3,165652.29590766,170670.57674418605,0,630,3,1,186810.63745318353,1302,3,1,3,6,183429.14705882352,0,134091.16279069768,1991.0,142156.42314049587,1,3,5,143973.2558139535,146526.62376237623,112000,1932,38,38,2.5,0
60,191004.99478714162,82.0,9950,206101.6652892562,180183.74675819985,176938.0475285171,335295.31707317074,184495.49206349207,210051.76404494382,7,5,171483.95617879054,213732.90097087377,214432.46031746033,204691.87191011236,290.0,4,3,225230.44204018547,4,3,165652.29590766,235413.72009569377,565,638,5,1,186810.63745318353,2520,4,1,4,9,183429.14705882352,3,202892.65632183908,1995.0,202068.86966824645,3,3,6,173401.8366219416,146526.62376237623,290000,3723,12,12,2.5,338
